RA_F814W, DecF814W, Re_F814W, mag_F814W, n_F814W, PA_F814W, q_F814W, Re_F606W, mag_F606W, n_F606W, PA_F606W, q_F606W, Re_g, mag_g, n_g, PA_g, q_g, Re_i, mag_i, n_i, PA_i, q_i
226.334107, 1.812841, 1.82, 17.25, 0.53, -69.85, 0.89, 3.94, 16.13, 0.84, -69.85, 0.89, 2.1, 17.74, 0.57, -69.85, 0.89, 1.89, 16.76, 0.52, -69.85, 0.89
